date,value,type
2025-09-05 00:00:00,7561.1,income
2025-03-31 00:00:00,5705.66,income
2025-12-15 00:00:00,1731.19,expense
2025-08-23 00:00:00,5896.97,expense
2025-07-30 00:00:00,2420.73,income
2025-02-05 00:00:00,9118.33,expense
2025-03-10 00:00:00,6486.6,income
2025-07-11 00:00:00,1260.15,expense
4/18/2025,235.33,expense
2025-10-17 00:00:00,9048.29,income
2025-09-05 00:00:00,9352.39,income
1/2/2025,226.42,expense
2025-04-07 00:00:00,9107.67,expense
2025-04-05 00:00:00,7031.81,income
2025-09-19 00:00:00,2201.15,income
2025-06-15 00:00:00,7703.27,income
2025-11-23 00:00:00,6716.08,expense
2025-05-27 00:00:00,5220.26,income
2025-05-26 00:00:00,4020.41,expense
2025-10-05 00:00:00,6411.28,income
2025-02-20 00:00:00,2926.75,expense
2025-10-04 00:00:00,2406.84,income
2025-07-26 00:00:00,5897.08,expense
2025-10-07 00:00:00,1974.44,expense
2025-08-24 00:00:00,6177.42,income
2025-09-11 00:00:00,7228.18,income
2025-09-29 00:00:00,5677.53,income
2025-05-22 00:00:00,1146.03,income
2025-01-29 00:00:00,5225.69,expense
6/12/2025,241.34,expense
4/11/2025,216.79,expense
2025-11-20 00:00:00,6452.09,income
2025-06-21 00:00:00,7653.41,expense
2025-11-13 00:00:00,6829.54,income
2025-04-15 00:00:00,1492.62,expense
4/29/2025,246.63,expense
2025-08-06 00:00:00,2904.07,income
2025-10-29 00:00:00,3975.0,income
3/21/2025,200.43,expense
2025-11-13 00:00:00,2040.68,expense
2025-01-24 00:00:00,8048.85,income
2025-08-29 00:00:00,4250.3,income
2025-01-01 00:00:00,1709.01,income
2025-04-13 00:00:00,8318.64,expense
2025-01-27 00:00:00,7613.67,income
2025-08-06 00:00:00,2801.84,expense
2025-11-26 00:00:00,1995.66,expense
2025-07-12 00:00:00,4058.96,income
2025-02-08 00:00:00,7211.56,expense
2025-03-31 00:00:00,2434.21,expense
2025-12-08 00:00:00,7481.89,income
2025-03-07 00:00:00,9903.88,income
2025-12-22 00:00:00,8837.12,expense
2025-05-30 00:00:00,4531.15,expense
2025-06-10 00:00:00,7373.8,expense
2025-11-26 00:00:00,6456.84,expense
2025-04-12 00:00:00,5329.65,income
2025-09-29 00:00:00,4541.88,expense
2025-05-29 00:00:00,7199.89,income
2025-06-15 00:00:00,1304.35,income
2025-10-28 00:00:00,3931.36,income
2025-03-11 00:00:00,7961.57,expense
2025-12-03 00:00:00,6956.32,expense
2025-09-17 00:00:00,8918.51,income
2025-12-08 00:00:00,7419.73,income
2025-10-21 00:00:00,1122.29,income
2025-10-30 00:00:00,2398.48,income
2025-03-08 00:00:00,8262.22,expense
2025-08-17 00:00:00,6283.64,expense
2025-07-22 00:00:00,5020.92,income
2025-08-04 00:00:00,2186.28,expense
2025-04-25 00:00:00,9793.92,income
2025-12-30 00:00:00,2616.09,expense
2025-05-12 00:00:00,9532.09,expense
2025-07-11 00:00:00,7086.17,income
2025-12-18 00:00:00,1875.38,expense
2025-04-14 00:00:00,7891.68,expense
2025-06-02 00:00:00,1271.67,income
2025-10-29 00:00:00,3294.68,expense
2025-11-03 00:00:00,4703.18,expense
2025-11-21 00:00:00,4888.08,income
2025-09-10 00:00:00,4932.98,expense
2025-12-21 00:00:00,8548.18,expense
2025-06-09 00:00:00,3133.23,income
2025-03-30 00:00:00,1977.61,income
2025-08-12 00:00:00,5450.53,expense
2025-07-30 00:00:00,8442.65,income
2025-02-18 00:00:00,1080.9,expense
2025-09-29 00:00:00,9763.58,expense
2025-10-20 00:00:00,7457.33,income
2025-10-11 00:00:00,5239.76,expense
3/10/2025,226.57,expense
2025-12-30 00:00:00,2979.47,expense
2025-05-23 00:00:00,8925.7,expense
2025-03-13 00:00:00,4033.67,income
2025-03-05 00:00:00,7738.54,expense
2025-03-04 00:00:00,5852.65,expense
2025-07-21 00:00:00,9261.31,income
2025-05-12 00:00:00,9335.93,expense
2025-12-15 00:00:00,3403.92,income
2025-10-02 00:00:00,5977.22,income
2025-06-08 00:00:00,1778.74,expense
2025-02-17 00:00:00,8069.45,expense
2025-10-05 00:00:00,8499.34,income
2025-03-30 00:00:00,2739.66,expense
2025-07-28 00:00:00,3068.09,expense
2025-10-08 00:00:00,8553.45,income
2025-01-17 00:00:00,1305.98,expense
2025-03-13 00:00:00,3105.75,expense
2025-12-17 00:00:00,8839.46,income
2025-01-31 00:00:00,9667.67,expense
2025-04-18 00:00:00,5052.2,income
2025-04-22 00:00:00,8764.58,income
2025-05-17 00:00:00,4208.97,expense
2025-12-14 00:00:00,1975.63,income
2025-09-11 00:00:00,1676.51,expense
2025-07-11 00:00:00,8230.25,expense
2025-06-17 00:00:00,7847.53,income
2025-06-17 00:00:00,9123.51,income
2025-09-22 00:00:00,5303.97,expense
2025-08-08 00:00:00,6813.87,income
2025-11-19 00:00:00,1493.03,income
2025-05-15 00:00:00,7446.41,income
2025-11-26 00:00:00,4731.09,expense
2025-12-28 00:00:00,2623.81,expense
2025-05-01 00:00:00,6295.86,income
2025-08-04 00:00:00,9484.19,expense
2/23/2025,309.66,expense
2/12/2025,248.94,expense
2025-09-23 00:00:00,1706.3,income
2025-08-14 00:00:00,8775.29,expense
2025-09-07 00:00:00,6069.68,expense
2025-12-15 00:00:00,9493.16,income
2025-10-28 00:00:00,4733.61,expense
2025-11-17 00:00:00,8376.61,income
2025-09-30 00:00:00,7645.5,expense
2025-01-15 00:00:00,9910.66,expense
2025-02-13 00:00:00,2280.11,income
2025-05-30 00:00:00,6015.55,expense
2025-01-09 00:00:00,9426.63,expense
2025-05-25 00:00:00,7642.37,expense
2025-08-16 00:00:00,4788.17,income
2025-12-13 00:00:00,4112.04,income
2025-12-01 00:00:00,5476.13,expense
2025-12-15 00:00:00,9568.73,income
2025-06-02 00:00:00,1989.57,income
2025-03-02 00:00:00,3044.93,income
2025-11-28 00:00:00,1184.87,expense
2025-07-20 00:00:00,8999.21,income
2025-11-22 00:00:00,5322.15,expense
2025-02-21 00:00:00,4774.67,expense
2025-02-02 00:00:00,4821.84,expense
2025-06-20 00:00:00,4989.23,expense
2025-06-21 00:00:00,8513.48,income
2025-06-04 00:00:00,9569.85,income
2025-08-18 00:00:00,1325.79,income
2025-09-04 00:00:00,5981.86,income
2025-09-26 00:00:00,1113.42,income
2025-06-13 00:00:00,4955.05,income
2025-05-25 00:00:00,7433.81,income
2025-09-18 00:00:00,5480.6,income
2025-03-04 00:00:00,8957.9,income
2025-01-31 00:00:00,8913.2,expense
2025-04-06 00:00:00,9236.34,expense
2025-03-19 00:00:00,1389.12,expense
2025-08-16 00:00:00,9741.07,income
2025-02-01 00:00:00,5181.69,income
2025-06-02 00:00:00,9789.05,income
2025-07-01 00:00:00,8708.13,expense
2025-09-02 00:00:00,9377.48,income
2025-10-11 00:00:00,4513.28,income
2025-05-17 00:00:00,5916.82,expense
2025-02-17 00:00:00,7125.59,income
2025-05-09 00:00:00,1325.64,income
2025-08-08 00:00:00,7976.17,income
2025-01-10 00:00:00,5291.42,income
2025-02-22 00:00:00,2793.41,expense
2025-02-20 00:00:00,9400.44,income
2025-06-26 00:00:00,3300.51,income
2025-02-12 00:00:00,9895.91,expense
2025-12-17 00:00:00,3730.67,income
2025-12-12 00:00:00,3679.17,expense
2025-02-21 00:00:00,3118.34,expense
2025-12-01 00:00:00,9146.67,expense
6/8/2025,257.45,expense
2025-05-02 00:00:00,3466.79,expense
2025-07-12 00:00:00,3909.31,expense
2025-08-02 00:00:00,7985.13,income
2025-09-21 00:00:00,6922.57,income
2025-01-28 00:00:00,9174.62,income
2025-05-31 00:00:00,7626.01,expense
2025-09-02 00:00:00,6745.23,expense
2025-12-12 00:00:00,6212.44,income
2025-02-13 00:00:00,8346.85,expense
2025-02-12 00:00:00,4185.53,expense
2025-03-16 00:00:00,3625.06,income
2025-07-19 00:00:00,7384.76,expense
2025-08-22 00:00:00,6211.89,income
2025-11-17 00:00:00,6195.62,income
2025-01-30 00:00:00,7649.72,expense
2025-12-05 00:00:00,9606.02,income
2025-12-14 00:00:00,1446.21,expense
2025-10-18 00:00:00,5641.04,expense
2025-09-08 00:00:00,1612.22,expense
2025-06-10 00:00:00,5433.42,expense
2025-12-22 00:00:00,6801.04,expense
2025-03-23 00:00:00,2428.83,income
2025-04-22 00:00:00,8769.87,income
6/29/2025,310.99,expense
2025-02-20 00:00:00,1428.37,income
2025-01-06 00:00:00,5903.97,expense
2025-10-20 00:00:00,4939.08,income
2025-03-22 00:00:00,4621.84,expense
2025-12-03 00:00:00,4473.35,expense
2025-03-06 00:00:00,5319.79,income
2025-03-18 00:00:00,5925.46,expense
2025-04-17 00:00:00,4774.19,income
2025-07-10 00:00:00,2876.97,expense
2025-01-15 00:00:00,7081.62,income
2025-12-10 00:00:00,1417.51,expense
2025-12-23 00:00:00,6406.08,income
2025-05-04 00:00:00,5693.76,expense
2025-08-20 00:00:00,5955.59,income
2025-03-24 00:00:00,3154.98,expense
2025-09-11 00:00:00,5109.63,expense
2025-05-22 00:00:00,1044.02,income
2025-05-30 00:00:00,6537.01,income
2025-10-30 00:00:00,1331.64,income
6/1/2025,8000.0,income
2025-02-03 00:00:00,7224.76,expense
2025-07-04 00:00:00,8523.61,expense
2025-11-06 00:00:00,3370.08,expense
2025-10-19 00:00:00,4574.52,expense
2025-06-14 00:00:00,9133.12,income
2025-01-01 00:00:00,1085.81,expense
2025-04-19 00:00:00,9039.67,expense
2025-01-17 00:00:00,3353.75,income
2025-04-24 00:00:00,1133.83,expense
2025-04-02 00:00:00,3203.98,income
2025-09-13 00:00:00,7241.1,income
2025-10-28 00:00:00,7412.63,expense
2025-02-15 00:00:00,5488.14,expense
2025-10-29 00:00:00,4031.72,expense
2025-09-12 00:00:00,2062.07,expense
2025-10-28 00:00:00,2144.29,income
2025-10-28 00:00:00,3180.53,expense
2025-02-20 00:00:00,5868.88,income
2025-01-04 00:00:00,3473.5,expense
2025-01-10 00:00:00,9868.48,expense
2025-10-09 00:00:00,8498.24,expense
2025-06-10 00:00:00,1451.58,income
2025-09-16 00:00:00,5808.45,income
2025-01-06 00:00:00,1099.15,income
2025-08-14 00:00:00,3025.92,expense
2025-10-24 00:00:00,5845.56,income
2025-03-07 00:00:00,4610.17,income
2025-03-19 00:00:00,6124.87,income
2025-02-26 00:00:00,8643.65,income
2025-11-11 00:00:00,8510.1,expense
2025-10-09 00:00:00,4323.78,expense
5/28/2025,210.57,expense
2025-08-25 00:00:00,6387.26,income
2025-12-31 00:00:00,4972.28,expense
2025-03-29 00:00:00,1781.95,income
2025-08-09 00:00:00,9360.51,expense
2025-09-18 00:00:00,3292.43,expense
2025-02-06 00:00:00,6498.09,expense
2025-05-04 00:00:00,7591.5,income
2025-09-29 00:00:00,3631.08,expense
2025-08-05 00:00:00,5249.93,income
2025-05-07 00:00:00,6925.13,expense
2025-12-12 00:00:00,7578.36,expense
2025-01-19 00:00:00,3171.76,expense
2025-10-13 00:00:00,3844.29,expense
2025-07-31 00:00:00,6302.75,expense
2025-07-03 00:00:00,6299.1,income
2025-10-06 00:00:00,9015.48,expense
2025-08-15 00:00:00,6895.35,expense
2025-09-30 00:00:00,3405.08,income
2025-04-27 00:00:00,4301.48,expense
2025-10-23 00:00:00,5922.1,expense
2025-11-10 00:00:00,5123.1,income
2025-05-15 00:00:00,2447.7,expense
2025-05-27 00:00:00,6623.59,income
2025-12-24 00:00:00,1225.23,income
2025-04-03 00:00:00,5529.06,income
2025-03-17 00:00:00,6314.25,income
2025-11-06 00:00:00,5306.51,income
2025-04-14 00:00:00,3718.38,income
2025-10-20 00:00:00,2093.58,expense
2025-05-17 00:00:00,4388.15,expense
2025-04-20 00:00:00,6123.08,expense
2025-09-21 00:00:00,1498.33,expense
2025-05-12 00:00:00,7404.73,expense
2025-12-16 00:00:00,1570.25,expense
2025-11-06 00:00:00,1872.49,income
2025-08-22 00:00:00,4610.57,income
2025-06-04 00:00:00,6007.45,expense
2025-11-13 00:00:00,5503.49,income
2025-12-31 00:00:00,6701.67,income
2025-12-18 00:00:00,7159.23,income
2025-03-20 00:00:00,6474.85,expense
2025-01-15 00:00:00,7931.49,income
2025-01-23 00:00:00,9472.29,expense
2025-11-26 00:00:00,7025.42,income
2025-03-10 00:00:00,9017.59,income
2025-07-22 00:00:00,9455.99,expense
2025-08-25 00:00:00,8434.39,income
2025-07-21 00:00:00,4366.9,income
2025-07-07 00:00:00,5707.77,income
2025-09-22 00:00:00,6840.5,expense
2025-09-04 00:00:00,8828.21,income
2025-06-05 00:00:00,6085.19,expense
2025-10-16 00:00:00,6412.31,income
2025-02-26 00:00:00,9496.69,income
2025-01-09 00:00:00,2730.49,expense
2025-12-24 00:00:00,6770.94,expense
2025-04-17 00:00:00,9850.11,income
2025-08-17 00:00:00,2466.54,expense
2025-04-22 00:00:00,8160.43,expense
5/4/2025,251.58,expense
2025-06-18 00:00:00,3949.86,income
2025-03-22 00:00:00,6875.03,expense
2025-01-06 00:00:00,1075.35,expense
2025-07-16 00:00:00,1817.96,expense
2025-11-09 00:00:00,9356.68,expense
2025-12-19 00:00:00,5738.86,expense
2025-01-11 00:00:00,3506.56,income
2025-11-25 00:00:00,3642.86,expense
5/23/2025,207.33,expense
2025-05-31 00:00:00,4702.09,expense
2025-07-05 00:00:00,8345.87,expense
2025-12-05 00:00:00,8078.58,expense
2025-03-16 00:00:00,1609.78,expense
2025-08-19 00:00:00,1780.16,expense
2025-04-24 00:00:00,3603.84,income
2025-04-24 00:00:00,4099.18,expense
2025-11-10 00:00:00,7430.89,income
2025-10-19 00:00:00,7827.79,expense
2025-07-06 00:00:00,9832.03,expense
2025-11-29 00:00:00,7975.7,expense
2025-08-16 00:00:00,2545.88,expense
2025-10-06 00:00:00,1208.23,expense
2025-07-02 00:00:00,6043.53,expense
2025-10-04 00:00:00,1776.17,expense
2025-06-05 00:00:00,4698.74,expense
2025-03-26 00:00:00,8434.37,income
2025-12-12 00:00:00,6986.45,income
2025-04-19 00:00:00,8093.75,income
2025-05-26 00:00:00,4099.05,income
2025-09-17 00:00:00,2074.55,expense
2025-01-17 00:00:00,8641.87,income
2025-06-05 00:00:00,6200.65,income
2025-06-16 00:00:00,7517.89,expense
2025-07-24 00:00:00,8104.21,income
2025-06-28 00:00:00,1609.26,expense
2025-08-03 00:00:00,6886.01,income
2025-02-22 00:00:00,4633.8,income
2025-02-17 00:00:00,2289.27,income
2025-08-17 00:00:00,4781.41,expense
2025-03-25 00:00:00,5385.6,income
2025-09-27 00:00:00,7105.0,income
2025-05-01 00:00:00,3240.8,income
2025-07-18 00:00:00,9830.39,expense
2025-07-04 00:00:00,6856.63,expense
2025-08-16 00:00:00,7074.34,income
2025-10-04 00:00:00,1460.83,income
2025-11-29 00:00:00,5983.9,expense
2025-08-22 00:00:00,4022.9,expense
2025-09-11 00:00:00,1841.84,expense
2025-07-02 00:00:00,3715.66,expense
2025-11-16 00:00:00,9818.53,income
2025-06-17 00:00:00,6448.45,expense
2025-12-02 00:00:00,4821.28,expense
2/15/2025,289.65,expense
2025-08-07 00:00:00,2164.92,income
2025-05-20 00:00:00,8553.18,income
2025-08-29 00:00:00,6506.97,expense
2025-07-24 00:00:00,5898.79,income
2025-05-13 00:00:00,2362.67,income
2025-09-17 00:00:00,4318.44,expense
2025-03-31 00:00:00,3635.8,income
2025-04-06 00:00:00,3044.47,expense
2025-03-20 00:00:00,8008.96,expense
2025-05-29 00:00:00,4704.66,expense
2025-04-18 00:00:00,4626.07,expense
2025-07-17 00:00:00,3583.76,income
2025-09-19 00:00:00,4720.24,income
2025-01-23 00:00:00,6073.89,income
3/14/2025,222.15,expense
6/17/2025,249.76,expense
2025-12-11 00:00:00,8022.56,expense
2025-12-28 00:00:00,2311.76,income
2025-01-31 00:00:00,4983.56,expense
2025-08-09 00:00:00,8020.74,expense
2025-02-12 00:00:00,9480.8,expense
2025-05-30 00:00:00,4657.33,expense
2025-08-27 00:00:00,9611.38,expense
2025-07-12 00:00:00,5168.76,income
2025-07-02 00:00:00,8427.49,income
2025-03-25 00:00:00,4279.7,income
2025-04-17 00:00:00,8418.39,expense
2025-07-10 00:00:00,6166.74,income
2025-12-13 00:00:00,2524.68,expense
2025-07-04 00:00:00,1976.06,expense
2025-08-25 00:00:00,6669.35,income
2025-03-16 00:00:00,7976.8,expense
2025-03-10 00:00:00,8531.17,expense
5/10/2025,263.73,expense
2025-12-20 00:00:00,2546.06,income
2025-10-23 00:00:00,1876.64,income
2025-10-01 00:00:00,8275.24,income
2025-08-04 00:00:00,8324.1,expense
2025-06-15 00:00:00,7564.22,expense
2025-10-05 00:00:00,8970.26,expense
2025-03-26 00:00:00,9933.88,income
2025-11-22 00:00:00,9571.78,income
2025-07-16 00:00:00,9658.9,income
2025-03-28 00:00:00,4931.41,income
2025-06-21 00:00:00,2514.31,expense
2025-12-05 00:00:00,1774.1,expense
2025-07-27 00:00:00,6729.15,income
2025-02-18 00:00:00,2153.38,expense
2025-12-18 00:00:00,8742.3,expense
2025-08-22 00:00:00,7015.62,expense
2025-07-02 00:00:00,2525.87,income
2025-08-26 00:00:00,4728.34,expense
2025-03-24 00:00:00,2287.36,income
2025-08-17 00:00:00,5699.38,income
2025-07-09 00:00:00,2992.26,expense
2025-12-08 00:00:00,7034.91,expense
2025-12-25 00:00:00,6911.05,expense
2025-10-30 00:00:00,6622.26,expense
2025-12-15 00:00:00,3549.27,income
2025-11-10 00:00:00,7139.73,expense
2025-08-10 00:00:00,7167.75,income
2025-07-21 00:00:00,4631.8,income
2025-08-13 00:00:00,4460.24,expense
2025-11-04 00:00:00,1365.12,expense
2025-07-12 00:00:00,4377.34,expense
2025-01-02 00:00:00,2775.81,income
2025-05-03 00:00:00,6410.81,income
2025-01-10 00:00:00,7126.5,income
2025-02-12 00:00:00,2472.67,income
2025-03-26 00:00:00,8352.62,expense
2025-08-15 00:00:00,4072.8,income
2025-08-02 00:00:00,7073.54,income
2025-08-04 00:00:00,2626.98,expense
2025-04-22 00:00:00,1001.37,expense
2025-05-26 00:00:00,1092.28,expense
2025-01-19 00:00:00,8606.95,income
2025-11-18 00:00:00,7710.99,income
2025-08-06 00:00:00,7651.86,income
2025-07-31 00:00:00,1814.55,expense
2025-08-14 00:00:00,3728.83,expense
2025-01-05 00:00:00,5020.41,expense
2025-09-16 00:00:00,4166.29,income
2025-12-04 00:00:00,4622.32,expense
2025-03-22 00:00:00,7849.58,expense
2025-04-01 00:00:00,2654.71,expense
2025-03-23 00:00:00,7171.12,income
2025-10-12 00:00:00,5128.44,income
2025-08-22 00:00:00,2044.36,expense
2025-11-25 00:00:00,7267.25,income
2025-03-19 00:00:00,6698.58,income
2025-01-29 00:00:00,3375.29,expense
2025-01-07 00:00:00,3880.92,expense
2025-01-02 00:00:00,6787.33,income
2025-10-13 00:00:00,7337.91,expense
2025-12-11 00:00:00,4527.6,expense
2025-12-22 00:00:00,3356.82,income
2025-11-10 00:00:00,5349.59,expense
2025-03-14 00:00:00,1635.35,income
2025-10-31 00:00:00,6326.28,expense
2025-09-04 00:00:00,3522.66,income
2025-11-07 00:00:00,8466.91,expense
2025-10-22 00:00:00,9605.8,expense
2025-09-04 00:00:00,2157.19,income
2025-08-20 00:00:00,7488.42,expense
2025-07-20 00:00:00,7032.37,income
2025-10-20 00:00:00,5643.7,expense
2025-03-17 00:00:00,5882.2,expense
2025-03-02 00:00:00,9299.69,expense
2025-05-14 00:00:00,7691.43,expense
2025-02-10 00:00:00,4080.06,income
2025-05-08 00:00:00,2806.46,income
2025-02-20 00:00:00,7360.9,income
2025-12-30 00:00:00,9399.11,income
2025-07-04 00:00:00,8701.53,income
2025-08-12 00:00:00,8188.98,expense
2025-03-18 00:00:00,7061.47,income
2025-05-09 00:00:00,3100.23,expense
2025-02-14 00:00:00,8990.36,expense
4/19/2025,283.56,expense
2025-01-17 00:00:00,3431.01,income
2025-09-06 00:00:00,6391.42,expense
2025-12-19 00:00:00,6242.02,expense
2025-05-03 00:00:00,6500.73,expense
2025-11-28 00:00:00,5585.68,expense
2025-02-09 00:00:00,7922.53,income
2025-02-14 00:00:00,9903.91,expense
2025-04-11 00:00:00,2904.26,expense
2025-09-04 00:00:00,8723.74,income
2025-05-22 00:00:00,4026.24,income
2025-06-19 00:00:00,9327.76,expense
4/3/2025,225.11,expense
2025-04-26 00:00:00,9440.43,expense
2025-12-18 00:00:00,5284.14,expense
2025-07-11 00:00:00,7441.01,income
2025-04-10 00:00:00,4521.0,expense
2025-10-08 00:00:00,7937.75,expense
2025-05-09 00:00:00,1954.82,income
2025-11-08 00:00:00,9465.2,income
2025-02-17 00:00:00,3087.84,income
2025-05-13 00:00:00,1016.28,expense
2025-04-05 00:00:00,7562.55,expense
2025-11-10 00:00:00,2553.06,income
2025-02-25 00:00:00,5852.38,income
2025-07-25 00:00:00,7888.46,expense
2025-06-17 00:00:00,1571.13,income
2025-02-05 00:00:00,6483.78,expense
2025-10-18 00:00:00,2154.14,expense
2025-02-13 00:00:00,4163.03,expense
2025-03-27 00:00:00,5125.0,income
2025-09-29 00:00:00,2028.91,income
2025-08-16 00:00:00,9526.53,income
2025-11-09 00:00:00,9406.5,income
2025-12-11 00:00:00,7677.31,income
2025-03-23 00:00:00,6291.22,income
2025-12-18 00:00:00,2836.05,income
2025-01-24 00:00:00,4377.98,expense
2025-01-12 00:00:00,6002.33,expense
2025-06-04 00:00:00,4278.98,income
2025-09-19 00:00:00,4368.2,expense
2025-12-03 00:00:00,4407.95,income
2025-11-13 00:00:00,8460.62,expense
2025-04-03 00:00:00,8812.5,expense
2025-04-29 00:00:00,7704.2,income
2025-12-16 00:00:00,2538.75,expense
2025-01-04 00:00:00,5862.14,expense
2025-07-02 00:00:00,8794.15,expense
2025-06-06 00:00:00,4599.46,income
2025-05-03 00:00:00,5479.74,income
2025-04-12 00:00:00,9712.97,expense
2025-08-19 00:00:00,8422.85,income
2025-07-20 00:00:00,7408.43,expense
2025-04-14 00:00:00,1131.66,expense
2025-11-12 00:00:00,3375.9,expense
2025-06-20 00:00:00,7833.1,expense
2025-05-07 00:00:00,1989.47,expense
2025-12-22 00:00:00,4875.45,income
2025-03-16 00:00:00,5694.59,income
2025-09-07 00:00:00,7671.63,income
2025-01-21 00:00:00,7635.44,income
2025-03-08 00:00:00,2534.83,income
2025-05-30 00:00:00,7403.29,expense
2025-06-24 00:00:00,4192.11,income
4/15/2025,231.41,expense
2025-09-14 00:00:00,3026.98,income
2025-03-14 00:00:00,1217.12,income
2025-11-23 00:00:00,3230.1,expense
2/8/2025,280.51,expense
2025-12-14 00:00:00,2416.68,income
2025-06-16 00:00:00,8569.4,expense
2025-02-13 00:00:00,7454.37,income
2025-02-15 00:00:00,4649.69,income
2025-07-01 00:00:00,1220.58,expense
2025-05-28 00:00:00,9434.49,expense
2025-06-11 00:00:00,3704.37,income
2025-01-10 00:00:00,7001.83,expense
2025-09-23 00:00:00,4089.0,income
2025-03-11 00:00:00,5526.71,income
2025-01-19 00:00:00,3356.81,income
2025-04-17 00:00:00,6702.64,expense
2025-03-08 00:00:00,7850.73,income
2025-08-07 00:00:00,6236.23,expense
2025-08-22 00:00:00,1378.2,income
2025-07-23 00:00:00,4448.81,income
2025-10-10 00:00:00,8564.71,expense
2025-02-26 00:00:00,3952.67,expense
2025-01-23 00:00:00,6803.6,expense
2025-11-29 00:00:00,7908.05,income
2025-09-20 00:00:00,4328.66,income
2025-01-17 00:00:00,4325.2,income
2025-02-01 00:00:00,2439.59,income
2025-10-13 00:00:00,9189.11,expense
2025-12-26 00:00:00,9243.8,expense
2025-12-28 00:00:00,8359.63,income
2025-02-21 00:00:00,3253.26,expense
2025-11-21 00:00:00,1257.76,income
2025-05-24 00:00:00,2249.49,expense
2025-01-17 00:00:00,2240.34,income
2025-12-04 00:00:00,2600.3,income
2025-02-03 00:00:00,7938.48,expense
2025-01-26 00:00:00,7890.52,expense
2025-02-27 00:00:00,5280.74,expense
2025-12-22 00:00:00,1210.36,income
2025-01-30 00:00:00,6914.15,income
2025-12-28 00:00:00,7998.63,expense
2025-12-22 00:00:00,3508.23,income
2025-04-27 00:00:00,7347.36,expense
2025-03-22 00:00:00,1298.89,expense
2025-07-31 00:00:00,6839.74,income
2025-06-05 00:00:00,9109.16,expense
2025-11-23 00:00:00,4149.85,expense
2025-08-29 00:00:00,1600.87,expense
2025-11-03 00:00:00,1117.47,expense
2025-11-02 00:00:00,9601.04,income
2025-12-20 00:00:00,1352.08,income
2025-11-06 00:00:00,9406.03,income
2025-11-30 00:00:00,8104.91,expense
2025-10-11 00:00:00,6994.7,expense
2025-09-18 00:00:00,3314.4,income
2025-11-23 00:00:00,3561.95,income
2025-06-10 00:00:00,6444.88,expense
5/16/2025,242.92,expense
2025-07-01 00:00:00,6659.1,income
2025-11-28 00:00:00,5001.43,expense
2025-07-03 00:00:00,7657.54,income
2025-09-14 00:00:00,9617.86,income
2025-10-20 00:00:00,6345.88,expense
2025-07-31 00:00:00,1983.76,expense
2025-11-24 00:00:00,8430.47,expense
2025-06-14 00:00:00,5587.13,income
2025-11-22 00:00:00,2676.22,income
2025-05-30 00:00:00,5549.35,expense
2025-03-03 00:00:00,6752.96,expense
2025-12-02 00:00:00,6021.96,expense
2025-05-01 00:00:00,5972.48,income
2025-01-08 00:00:00,6162.93,expense
2025-07-16 00:00:00,5453.65,income
2025-03-18 00:00:00,7020.89,income
2025-12-12 00:00:00,2439.55,income
2025-02-18 00:00:00,3811.73,income
2025-11-10 00:00:00,2385.28,expense
2025-11-27 00:00:00,8236.05,expense
2025-12-17 00:00:00,7451.05,income
2025-08-14 00:00:00,1198.52,expense
2025-10-09 00:00:00,9302.84,expense
2025-02-22 00:00:00,2563.59,income
2025-09-23 00:00:00,7248.62,income
2025-12-27 00:00:00,8172.39,expense
2025-12-07 00:00:00,7192.17,income
2025-03-02 00:00:00,6642.75,expense
2025-10-22 00:00:00,9501.0,income
2025-07-11 00:00:00,4182.08,expense
2025-01-23 00:00:00,7557.02,income
2/19/2025,228.32,expense
2025-11-26 00:00:00,4447.89,income
2025-11-20 00:00:00,7959.67,expense
2025-05-19 00:00:00,1942.02,income
2025-06-25 00:00:00,4764.47,income
2025-06-01 00:00:00,6836.8,income
2025-11-29 00:00:00,8489.71,expense
2025-01-22 00:00:00,7867.59,income
2025-10-19 00:00:00,7738.54,income
1/10/2025,234.18,expense
2025-12-27 00:00:00,3363.22,income
2025-10-29 00:00:00,7691.32,income
2025-03-28 00:00:00,9057.13,income
2025-09-13 00:00:00,4890.99,income
2025-11-12 00:00:00,1137.53,expense
2025-04-27 00:00:00,6828.45,expense
2025-07-13 00:00:00,6953.03,income
2025-02-21 00:00:00,2290.31,expense
2025-03-26 00:00:00,9553.85,expense
2025-04-26 00:00:00,3260.71,income
2025-03-18 00:00:00,8155.54,income
2025-04-09 00:00:00,8881.88,expense
2025-06-27 00:00:00,8788.31,expense
2025-03-20 00:00:00,4246.16,income
2025-03-29 00:00:00,8589.69,income
4/30/2025,242.07,expense
2025-12-17 00:00:00,9778.7,income
2025-05-11 00:00:00,5666.96,income
2025-05-07 00:00:00,7919.89,income
2025-09-16 00:00:00,5221.85,expense
2025-06-11 00:00:00,1427.53,income
2025-06-18 00:00:00,3206.24,expense
2025-05-21 00:00:00,3715.76,income
2025-01-28 00:00:00,7212.62,income
2025-10-25 00:00:00,8619.3,income
2025-10-11 00:00:00,1656.85,expense
2025-02-28 00:00:00,9712.92,expense
2025-02-08 00:00:00,6646.89,income
2025-12-28 00:00:00,7464.34,income
2025-06-07 00:00:00,5439.14,income
2025-04-15 00:00:00,9586.23,income
2025-03-11 00:00:00,2415.96,income
2025-01-24 00:00:00,7841.85,expense
2025-05-29 00:00:00,8621.95,income
